"Person","item"
7286,"semi-finished bread"
7286,"cat food"
7286,"cake bar"
7286,"shopping bags"
7287,"beef"
7287,"root vegetables"
7287,"whole milk"
7287,"yogurt"
7287,"pudding powder"
7287,"sweet spreads"
7288,"whole milk"
7288,"butter"
7288,"butter milk"
7288,"beverages"
7288,"domestic eggs"
7288,"rolls/buns"
7288,"salt"
7288,"coffee"
7288,"chocolate"
7288,"shopping bags"
7289,"frankfurter"
7289,"curd"
7289,"yogurt"
7289,"hard cheese"
7289,"brown bread"
7289,"canned beer"
7290,"tropical fruit"
7290,"whole milk"
7290,"domestic eggs"
7290,"brown bread"
7290,"soda"
7290,"canned beer"
7291,"whole milk"
7291,"house keeping products"
7292,"citrus fruit"
7292,"brown bread"
7292,"pastry"
7292,"white wine"
7292,"chocolate"
7292,"shopping bags"
7293,"dessert"
7293,"UHT-milk"
7293,"newspapers"
7293,"shopping bags"
7294,"whole milk"
7294,"soda"
7294,"soap"
7295,"pastry"
7295,"specialty chocolate"
7295,"female sanitary products"
7296,"curd cheese"
7296,"rolls/buns"
7296,"bottled beer"
7297,"other vegetables"
7297,"whole milk"
7297,"processed cheese"
7297,"soda"
7298,"male cosmetics"
7299,"other vegetables"
7299,"yogurt"
7299,"specialty cheese"
7299,"bottled water"
7300,"finished products"
7300,"rolls/buns"
7301,"other vegetables"
7301,"frozen meals"
7301,"rolls/buns"
7301,"bottled water"
7301,"bottled beer"
7301,"red/blush wine"
7302,"fruit/vegetable juice"
7303,"berries"
7303,"other vegetables"
7303,"yogurt"
7304,"other vegetables"
7304,"whole milk"
7304,"butter"
7304,"yogurt"
7304,"whipped/sour cream"
7304,"frozen vegetables"
7304,"rolls/buns"
7304,"margarine"
7304,"napkins"
7305,"roll products "
7306,"sausage"
7306,"pork"
7306,"beef"
7306,"tropical fruit"
7306,"grapes"
7306,"other vegetables"
7306,"whole milk"
7306,"frozen dessert"
7306,"domestic eggs"
7306,"soda"
7306,"chocolate"
7307,"beef"
7307,"citrus fruit"
7307,"butter"
7307,"domestic eggs"
7307,"flour"
7307,"margarine"
7307,"baking powder"
7307,"long life bakery product"
7308,"tropical fruit"
7308,"whipped/sour cream"
7308,"UHT-milk"
7308,"salt"
7308,"pasta"
7308,"oil"
7308,"salty snack"
7308,"candy"
7309,"sausage"
7309,"butter"
7309,"butter milk"
7309,"ice cream"
7309,"coffee"
7309,"salty snack"
7310,"specialty chocolate"
7311,"bottled water"
7311,"soda"
7311,"bottled beer"
7312,"sausage"
7312,"yogurt"
7312,"margarine"
7312,"salty snack"
7313,"whole milk"
7313,"specialty chocolate"
7313,"light bulbs"
7314,"beverages"
7314,"specialty bar"
7315,"pastry"
7315,"waffles"
7315,"shopping bags"
7316,"grapes"
7316,"root vegetables"
7316,"onions"
7316,"whipped/sour cream"
7316,"rolls/buns"
7316,"mustard"
7316,"coffee"
7316,"bottled water"
7316,"soda"
7316,"fruit/vegetable juice"
7316,"chocolate"
7316,"shopping bags"
7317,"citrus fruit"
7317,"yogurt"
7318,"citrus fruit"
7318,"tropical fruit"
7318,"other vegetables"
7318,"rolls/buns"
7318,"shopping bags"
7319,"meat"
7319,"other vegetables"
7319,"yogurt"
7319,"ice cream"
7319,"fruit/vegetable juice"
7319,"salty snack"
7319,"newspapers"
7320,"salty snack"
7320,"specialty chocolate"
7321,"finished products"
7321,"beef"
7321,"frozen meals"
7321,"rolls/buns"
7321,"soda"
7322,"bottled beer"
7322,"liquor"
7323,"citrus fruit"
7323,"tropical fruit"
7323,"pastry"
7323,"seasonal products"
7324,"ice cream"
7324,"soda"
7324,"misc. beverages"
7324,"liquor (appetizer)"
7325,"tropical fruit"
7325,"root vegetables"
7325,"yogurt"
7325,"cream cheese "
7325,"processed cheese"
7325,"brown bread"
7325,"ketchup"
7325,"salty snack"
7325,"waffles"
7325,"candy"
7326,"margarine"
7327,"soda"
7328,"sausage"
7328,"brown bread"
7329,"beverages"
7330,"whipped/sour cream"
7331,"tropical fruit"
7332,"herbs"
7332,"whipped/sour cream"
7332,"semi-finished bread"
7332,"chewing gum"
7332,"newspapers"
7333,"whole milk"
7334,"yogurt"
7334,"bottled beer"
7334,"white wine"
7335,"hamburger meat"
7335,"root vegetables"
7335,"herbs"
7335,"other vegetables"
7335,"bottled water"
7335,"bottled beer"
7335,"newspapers"
7336,"pip fruit"
7336,"rolls/buns"
7337,"frozen potato products"
7338,"whole milk"
7339,"whole milk"
7339,"brown bread"
7339,"fruit/vegetable juice"
7340,"sausage"
7340,"rolls/buns"
7341,"female sanitary products"
7342,"beef"
7342,"whole milk"
7342,"yogurt"
7342,"soft cheese"
7343,"sausage"
7343,"whole milk"
7343,"rolls/buns"
7343,"soda"
7343,"salty snack"
7343,"long life bakery product"
7343,"waffles"
7343,"chocolate marshmallow"
7343,"candy"
7344,"sausage"
7344,"beverages"
7344,"brown bread"
7344,"salt"
7344,"soda"
7344,"salty snack"
7344,"popcorn"
7344,"dental care"
7344,"make up remover"
7345,"tropical fruit"
7345,"frozen dessert"
7346,"frankfurter"
7346,"coffee"
7347,"beef"
7347,"root vegetables"
7347,"domestic eggs"
7347,"vinegar"
7347,"soda"
7348,"curd"
7348,"ice cream"
7348,"pasta"
7348,"cat food"
7349,"bottled water"
7349,"canned beer"
7349,"candy"
7350,"yogurt"
7350,"newspapers"
7351,"root vegetables"
7351,"other vegetables"
7351,"pickled vegetables"
7351,"bottled water"
7351,"fruit/vegetable juice"
7352,"sliced cheese"
7352,"domestic eggs"
7352,"coffee"
7352,"shopping bags"
7353,"pip fruit"
7353,"beverages"
7353,"frozen meals"
7353,"long life bakery product"
7353,"chocolate"
7353,"napkins"
7354,"chicken"
7354,"whole milk"
7355,"ham"
7355,"whole milk"
7355,"hard cheese"
7355,"cat food"
7356,"specialty chocolate"
7357,"fish"
7357,"whole milk"
7357,"white bread"
7357,"detergent"
7358,"detergent"
7358,"hygiene articles"
7358,"napkins"
7359,"rolls/buns"
7359,"margarine"
7359,"canned fish"
7360,"sausage"
7360,"ham"
7360,"yogurt"
7360,"sugar"
7360,"misc. beverages"
7360,"abrasive cleaner"
7360,"cleaner"
7360,"dishes"
7361,"coffee"
7361,"fruit/vegetable juice"
7362,"frankfurter"
7362,"whole milk"
7363,"sausage"
7363,"beverages"
7363,"brown bread"
7363,"pastry"
7364,"whole milk"
7364,"butter"
7364,"yogurt"
7364,"domestic eggs"
7364,"rolls/buns"
7365,"dessert"
7365,"beverages"
7366,"pip fruit"
7366,"other vegetables"
7366,"whole milk"
7366,"butter milk"
7366,"dish cleaner"
7367,"sausage"
7367,"other vegetables"
7367,"yogurt"
7367,"pickled vegetables"
7367,"bottled water"
7367,"liquor"
7367,"shopping bags"
7368,"whole milk"
7368,"margarine"
7368,"baking powder"
7368,"bottled water"
7368,"bottled beer"
7368,"waffles"
7368,"napkins"
7369,"salty snack"
7369,"specialty chocolate"
7370,"sausage"
7370,"rolls/buns"
7370,"bottled beer"
7371,"bottled beer"
7372,"sweet spreads"
7373,"pip fruit"
7374,"pork"
7374,"bottled water"
7374,"white wine"
7374,"shopping bags"
7375,"beverages"
7375,"pastry"
7375,"bottled water"
7375,"fruit/vegetable juice"
7375,"bottled beer"
7376,"whole milk"
7377,"tropical fruit"
7377,"pip fruit"
7377,"root vegetables"
7377,"butter"
7377,"curd"
7377,"chewing gum"
7377,"chocolate"
7378,"frankfurter"
7378,"cream cheese "
7378,"white bread"
7379,"sweet spreads"
7380,"soups"
7380,"male cosmetics"
7381,"soda"
7381,"syrup"
7382,"root vegetables"
7382,"yogurt"
7382,"beverages"
7383,"whole milk"
7384,"citrus fruit"
7384,"cat food"
7384,"coffee"
7384,"salty snack"
7384,"napkins"
7385,"whole milk"
7385,"curd"
7385,"cream cheese "
7385,"shopping bags"
7386,"soda"
7386,"specialty bar"
7387,"sausage"
7387,"yogurt"
7387,"fruit/vegetable juice"
7387,"shopping bags"
7388,"whipped/sour cream"
7389,"frankfurter"
7389,"pork"
7389,"tropical fruit"
7389,"dessert"
7389,"pickled vegetables"
7389,"salty snack"
7389,"shopping bags"
7390,"other vegetables"
7390,"brown bread"
7390,"spices"
7390,"white wine"
7391,"bottled beer"
7392,"pip fruit"
7392,"root vegetables"
7392,"curd"
7392,"hard cheese"
7392,"specialty cheese"
7393,"citrus fruit"
7393,"whole milk"
7393,"domestic eggs"
7393,"specialty chocolate"
7393,"shopping bags"
7394,"whipped/sour cream"
7395,"whipped/sour cream"
7395,"newspapers"
7396,"other vegetables"
7396,"butter milk"
7396,"UHT-milk"
7396,"sliced cheese"
7396,"cream cheese "
7396,"processed cheese"
7396,"specialty cheese"
7396,"canned vegetables"
7397,"tropical fruit"
7397,"whole milk"
7397,"cream cheese "
7397,"brown bread"
7398,"tropical fruit"
7398,"rolls/buns"
7398,"white bread"
7398,"salty snack"
7398,"candy"
7399,"specialty bar"
7400,"meat"
7400,"brown bread"
7400,"seasonal products"
7400,"shopping bags"
7401,"soda"
7401,"canned beer"
7401,"liquor (appetizer)"
7401,"salty snack"
7401,"shopping bags"
7402,"yogurt"
7402,"specialty bar"
7403,"frankfurter"
7403,"onions"
7403,"packaged fruit/vegetables"
7403,"cream cheese "
7403,"brown bread"
7403,"canned fish"
7403,"shopping bags"
7404,"ham"
7404,"pip fruit"
7404,"domestic eggs"
7404,"pastry"
7404,"semi-finished bread"
7404,"cat food"
7404,"newspapers"
7405,"organic products"
7405,"softener"
7405,"hygiene articles"
7406,"canned beer"
7407,"frozen meals"
7407,"frozen potato products"
7407,"coffee"
7408,"other vegetables"
7408,"whole milk"
7408,"coffee"
7408,"soda"
7408,"canned beer"
7409,"sausage"
7409,"coffee"
7409,"long life bakery product"
7409,"shopping bags"
7410,"sausage"
7410,"UHT-milk"
7410,"pickled vegetables"
7410,"bottled water"
7410,"canned beer"
7411,"frankfurter"
7411,"pork"
7411,"curd"
7411,"shopping bags"
7412,"male cosmetics"
7413,"frozen meals"
7414,"whole milk"
7414,"pastry"
7414,"semi-finished bread"
7414,"sugar"
7414,"soda"
7414,"salty snack"
7414,"specialty bar"
7415,"UHT-milk"
7416,"misc. beverages"
7417,"fruit/vegetable juice"
7418,"root vegetables"
7418,"other vegetables"
7418,"whole milk"
7418,"yogurt"
7418,"long life bakery product"
7418,"newspapers"
7419,"frankfurter"
7419,"whole milk"
7419,"frozen vegetables"
7420,"grapes"
7420,"brown bread"
7421,"grapes"
7421,"sugar"
7421,"cling film/bags"
7422,"bottled beer"
7423,"rolls/buns"
7423,"napkins"
7423,"shopping bags"
7424,"rolls/buns"
7424,"bottled water"
7425,"curd"
7425,"yogurt"
7425,"newspapers"
7426,"sausage"
7426,"citrus fruit"
7426,"butter"
7426,"yogurt"
7426,"brown bread"
7426,"margarine"
7426,"fruit/vegetable juice"
7426,"hygiene articles"
7426,"newspapers"
7427,"frankfurter"
7427,"sausage"
7427,"citrus fruit"
7427,"frozen vegetables"
7427,"frozen meals"
7427,"vinegar"
7427,"oil"
7427,"coffee"
7427,"waffles"
7427,"cooking chocolate"
7427,"hygiene articles"
7428,"liver loaf"
7428,"whole milk"
7428,"rolls/buns"
7428,"misc. beverages"
7428,"chocolate"
7429,"canned beer"
7430,"soft cheese"
7430,"coffee"
7430,"candy"
7431,"pork"
7431,"beef"
7431,"berries"
7431,"domestic eggs"
7431,"oil"
7432,"tropical fruit"
7433,"pip fruit"
7433,"grapes"
7433,"frozen meals"
7433,"rolls/buns"
7433,"mustard"
7433,"canned beer"
7433,"liqueur"
7434,"citrus fruit"
7434,"tropical fruit"
7434,"rolls/buns"
7434,"soda"
7434,"specialty bar"
7435,"meat"
7435,"hamburger meat"
7435,"other vegetables"
7435,"whole milk"
7435,"rolls/buns"
7435,"candy"
7436,"shopping bags"
7437,"hamburger meat"
7437,"whole milk"
7437,"sliced cheese"
7437,"pasta"
7437,"shopping bags"
7438,"root vegetables"
7438,"margarine"
7438,"candles"
7439,"beef"
7439,"root vegetables"
7439,"whole milk"
7439,"condensed milk"
7440,"canned beer"
7440,"salty snack"
7441,"whipped/sour cream"
7441,"UHT-milk"
7441,"pastry"
7441,"margarine"
7441,"cat food"
7441,"chocolate"
7441,"dishes"
7441,"newspapers"
7442,"tropical fruit"
7442,"yogurt"
7442,"rolls/buns"
7442,"skin care"
7442,"shopping bags"
7443,"tropical fruit"
7443,"whole milk"
7443,"rolls/buns"
7444,"pastry"
7445,"turkey"
7445,"pip fruit"
7445,"root vegetables"
7445,"yogurt"
7445,"cream cheese "
7445,"flour"
7445,"sugar"
7445,"napkins"
7445,"newspapers"
7446,"tropical fruit"
7446,"butter milk"
7446,"brown bread"
7446,"flour"
7447,"sugar"
7447,"specialty bar"
7448,"finished products"
7448,"whole milk"
7448,"softener"
7449,"meat"
7449,"pip fruit"
7449,"whole milk"
7449,"soda"
7449,"newspapers"
7450,"hamburger meat"
7450,"pip fruit"
7450,"curd"
7450,"dessert"
7450,"cream cheese "
7450,"rolls/buns"
7450,"brown bread"
7451,"pork"
7452,"whole milk"
7452,"white bread"
7452,"mustard"
7452,"bottled water"
7452,"soda"
7452,"newspapers"
7453,"pork"
7453,"herbs"
7453,"other vegetables"
7453,"whole milk"
7453,"curd cheese"
7453,"fruit/vegetable juice"
7454,"UHT-milk"
7454,"soda"
7455,"other vegetables"
7455,"whole milk"
7455,"domestic eggs"
7455,"dishes"
7456,"whole milk"
7456,"butter"
7456,"fruit/vegetable juice"
7456,"candy"
7457,"chicken"
7457,"whole milk"
7457,"rolls/buns"
7458,"whole milk"
7458,"rolls/buns"
7458,"brown bread"
7458,"oil"
7458,"sauces"
7459,"pip fruit"
7459,"pastry"
7460,"rolls/buns"
7460,"newspapers"
7461,"root vegetables"
7461,"frozen vegetables"
7461,"rolls/buns"
7461,"fruit/vegetable juice"
7461,"canned beer"
7462,"frankfurter"
7462,"tropical fruit"
7462,"pip fruit"
7462,"other vegetables"
7462,"frozen vegetables"
7462,"frozen fish"
7462,"zwieback"
7462,"margarine"
7463,"whole milk"
7463,"whipped/sour cream"
7464,"frankfurter"
7464,"tropical fruit"
7464,"pip fruit"
7464,"whole milk"
7464,"curd"
7464,"pastry"
7464,"flour"
7464,"margarine"
7464,"sugar"
7464,"organic products"
7465,"root vegetables"
7465,"whole milk"
7465,"whipped/sour cream"
7465,"soda"
7466,"pip fruit"
7467,"sausage"
7467,"rolls/buns"
7467,"bottled beer"
7468,"UHT-milk"
7468,"domestic eggs"
7468,"oil"
7468,"margarine"
7469,"pork"
7469,"other vegetables"
7469,"Instant food products"
7469,"detergent"
7470,"citrus fruit"
7470,"other vegetables"
7470,"UHT-milk"
7470,"rolls/buns"
7471,"beef"
7471,"hamburger meat"
7471,"whole milk"
7471,"soft cheese"
7471,"frozen chicken"
7471,"rolls/buns"
7471,"margarine"
7471,"seasonal products"
7472,"whole milk"
7472,"hard cheese"
7472,"brown bread"
7472,"coffee"
7472,"soda"
7473,"beef"
7473,"grapes"
7473,"other vegetables"
7473,"whole milk"
7473,"dessert"
7473,"yogurt"
7473,"frozen vegetables"
7473,"cake bar"
7473,"dishes"
7473,"newspapers"
7474,"sausage"
7474,"ham"
7474,"root vegetables"
7474,"other vegetables"
7474,"whole milk"
7474,"yogurt"
7474,"rolls/buns"
7474,"pastry"
7474,"margarine"
7474,"bottled water"
7474,"shopping bags"
7475,"bottled beer"
7476,"rolls/buns"
7477,"root vegetables"
7477,"margarine"
7477,"pet care"
7478,"citrus fruit"
7478,"butter"
7478,"yogurt"
7478,"cream cheese "
7478,"rolls/buns"
7478,"bottled water"
7478,"soda"
7478,"newspapers"
7479,"tropical fruit"
7479,"rolls/buns"
7479,"newspapers"
7480,"frankfurter"
7480,"sausage"
7480,"rolls/buns"
7480,"soda"
7480,"liquor (appetizer)"
7480,"specialty bar"
7480,"shopping bags"
7481,"sausage"
7481,"soda"
7482,"tropical fruit"
7482,"onions"
7482,"whole milk"
7482,"cream cheese "
7482,"specialty cheese"
7482,"bottled water"
7482,"soda"
7483,"frankfurter"
7483,"berries"
7483,"whole milk"
7483,"rice"
7483,"coffee"
7483,"cling film/bags"
7484,"sausage"
7484,"citrus fruit"
7484,"berries"
7484,"other vegetables"
7484,"whole milk"
7484,"butter"
7484,"whipped/sour cream"
7484,"brown bread"
7484,"soups"
7484,"coffee"
7484,"bottled water"
7484,"bottled beer"
7484,"waffles"
7485,"tropical fruit"
7485,"hard cheese"
7485,"frozen vegetables"
7485,"domestic eggs"
7485,"semi-finished bread"
7486,"whipped/sour cream"
7487,"beef"
7487,"whole milk"
7487,"rolls/buns"
7487,"coffee"
7488,"ham"
7488,"beef"
7488,"citrus fruit"
7488,"newspapers"
7489,"tropical fruit"
7489,"frozen dessert"
7489,"rolls/buns"
7489,"bottled water"
7489,"flower (seeds)"
7490,"sausage"
7490,"cream cheese "
7490,"domestic eggs"
7490,"rolls/buns"
7490,"cereals"
7490,"canned vegetables"
7490,"cat food"
7490,"soda"
7490,"misc. beverages"
7491,"frankfurter"
7491,"domestic eggs"
7491,"mustard"
7491,"seasonal products"
7492,"sausage"
7492,"pip fruit"
7492,"root vegetables"
7492,"other vegetables"
7492,"whole milk"
7492,"yogurt"
7492,"pastry"
7492,"soda"
7492,"napkins"
7492,"shopping bags"
7493,"frankfurter"
7493,"sausage"
7493,"pork"
7493,"beef"
7493,"hamburger meat"
7493,"tropical fruit"
7493,"root vegetables"
7493,"whole milk"
7493,"yogurt"
7493,"spread cheese"
7493,"rolls/buns"
7493,"pastry"
7493,"bottled beer"
7493,"canned beer"
7493,"newspapers"
7494,"beef"
7494,"tropical fruit"
7494,"margarine"
7494,"bottled water"
7495,"frankfurter"
7495,"sausage"
7495,"ham"
7495,"grapes"
7495,"other vegetables"
7495,"dessert"
7495,"whipped/sour cream"
7495,"bottled water"
7495,"soda"
7496,"bottled water"
7496,"red/blush wine"
7497,"beverages"
7498,"canned beer"
7499,"pastry"
7499,"soda"
7500,"frankfurter"
7500,"tropical fruit"
7500,"other vegetables"
7500,"spices"
7500,"flower (seeds)"
7501,"other vegetables"
7501,"soda"
7501,"shopping bags"
7502,"frankfurter"
7502,"rolls/buns"
7502,"pastry"
7503,"pork"
7503,"whipped/sour cream"
7503,"rolls/buns"
7503,"oil"
7503,"soda"
7503,"long life bakery product"
7503,"chocolate"
7503,"candy"
7504,"canned beer"
7505,"grapes"
7505,"pasta"
7505,"dishes"
7506,"bottled water"
7506,"misc. beverages"
7506,"fruit/vegetable juice"
7506,"bottled beer"
7507,"beef"
7507,"citrus fruit"
7507,"domestic eggs"
7507,"salty snack"
7507,"long life bakery product"
7507,"napkins"
7508,"herbs"
7508,"whole milk"
7508,"butter"
7508,"soups"
7508,"bottled water"
7508,"bottled beer"
7509,"frankfurter"
7509,"meat"
7509,"whole milk"
7509,"butter"
7509,"yogurt"
7509,"cream cheese "
7509,"rolls/buns"
7509,"pastry"
7510,"sausage"
7510,"finished products"
7510,"pork"
7510,"berries"
7510,"root vegetables"
7510,"packaged fruit/vegetables"
7510,"whole milk"
7510,"curd"
7510,"frozen vegetables"
7510,"brown bread"
7510,"sugar"
7510,"soda"
7510,"fruit/vegetable juice"
7510,"chocolate"
7510,"specialty chocolate"
7510,"specialty bar"
7510,"hygiene articles"
7510,"napkins"
7511,"sausage"
7511,"rolls/buns"
7512,"newspapers"
7513,"ham"
7513,"hard cheese"
7513,"pastry"
7513,"fruit/vegetable juice"
7514,"finished products"
7514,"other vegetables"
7514,"long life bakery product"
7515,"citrus fruit"
7515,"berries"
7515,"pastry"
7515,"male cosmetics"
7515,"hygiene articles"
7516,"berries"
7516,"other vegetables"
7516,"yogurt"
7516,"frozen fish"
7516,"oil"
7516,"margarine"
7516,"salty snack"
7517,"other vegetables"
7518,"soda"
7519,"sausage"
7519,"whole milk"
7519,"yogurt"
7519,"UHT-milk"
7519,"rolls/buns"
7520,"liver loaf"
7520,"beef"
7520,"whole milk"
7520,"yogurt"
7520,"soft cheese"
7520,"frozen vegetables"
7520,"white bread"
7520,"roll products "
7520,"vinegar"
7520,"baking powder"
7520,"fruit/vegetable juice"
7521,"soda"
7522,"beverages"
7523,"hamburger meat"
7523,"cream cheese "
7523,"sweet spreads"
7523,"coffee"
7523,"canned beer"
7523,"cling film/bags"
7523,"shopping bags"
7524,"chicken"
7524,"tropical fruit"
7524,"root vegetables"
7524,"other vegetables"
7524,"beverages"
7524,"coffee"
7524,"bottled beer"
7524,"liquor"
7525,"tropical fruit"
7525,"butter"
7525,"bottled water"
7525,"male cosmetics"
7525,"newspapers"
7526,"nuts/prunes"
7526,"root vegetables"
7526,"yogurt"
7526,"condensed milk"
7526,"ice cream"
7526,"semi-finished bread"
7526,"bottled beer"
7526,"brandy"
7526,"salty snack"
7527,"pork"
7527,"root vegetables"
7527,"whole milk"
7527,"sliced cheese"
7527,"frozen fish"
7527,"domestic eggs"
7527,"cake bar"
7527,"chocolate marshmallow"
7527,"candy"
7528,"grapes"
7528,"hard cheese"
7528,"margarine"
7528,"specialty fat"
7528,"newspapers"
7529,"sausage"
7529,"finished products"
7529,"semi-finished bread"
7529,"soda"
7530,"soda"
7531,"beef"
7531,"soda"
7531,"newspapers"
7532,"whole milk"
7532,"butter"
7532,"curd"
7532,"rubbing alcohol"
7533,"oil"
7534,"other vegetables"
7534,"whole milk"
7534,"beverages"
7534,"flour"
7534,"flower (seeds)"
7535,"pip fruit"
7535,"butter"
7535,"yogurt"
7536,"frankfurter"
7536,"beef"
7536,"root vegetables"
7536,"butter milk"
7536,"chocolate"
7537,"whole milk"
7538,"rolls/buns"
7538,"shopping bags"
7539,"hamburger meat"
7539,"root vegetables"
7539,"whole milk"
7539,"frozen vegetables"
7539,"rolls/buns"
7539,"Instant food products"
7540,"chicken"
7540,"spread cheese"
7540,"frozen meals"
7540,"domestic eggs"
7541,"sausage"
7541,"other vegetables"
7541,"whipped/sour cream"
7541,"ice cream"
7541,"domestic eggs"
7541,"rolls/buns"
7541,"coffee"
7541,"bottled water"
7541,"newspapers"
7542,"hamburger meat"
7542,"berries"
7542,"other vegetables"
7542,"whole milk"
7542,"beverages"
7542,"soft cheese"
7542,"hard cheese"
7542,"pastry"
7542,"sauces"
7542,"waffles"
7543,"sausage"
7543,"pork"
7543,"citrus fruit"
7543,"root vegetables"
7543,"other vegetables"
7543,"curd"
7543,"soft cheese"
7543,"hard cheese"
7543,"cream cheese "
7543,"frozen dessert"
7543,"roll products "
7543,"rice"
7543,"oil"
7543,"coffee"
7543,"fruit/vegetable juice"
7543,"chocolate"
7543,"abrasive cleaner"
7544,"margarine"
7545,"grapes"
7545,"other vegetables"
7545,"whole milk"
7545,"butter"
7545,"coffee"
7545,"bottled water"
7546,"canned beer"
7547,"bottled beer"
7548,"hamburger meat"
7548,"pip fruit"
7548,"other vegetables"
7548,"whole milk"
7548,"curd"
7548,"roll products "
7549,"shopping bags"
7550,"citrus fruit"
7550,"tropical fruit"
7550,"grapes"
7550,"root vegetables"
7550,"herbs"
7550,"other vegetables"
7550,"whole milk"
7550,"frozen vegetables"
7550,"rice"
7550,"dog food"
7550,"bottled water"
7550,"misc. beverages"
7550,"fruit/vegetable juice"
7550,"napkins"
7551,"root vegetables"
7551,"domestic eggs"
7551,"white bread"
7552,"berries"
7552,"whole milk"
7552,"yogurt"
7552,"sugar"
7552,"cling film/bags"
7552,"house keeping products"
7553,"whole milk"
7553,"butter"
7553,"curd"
7553,"whipped/sour cream"
7553,"newspapers"
7554,"frankfurter"
7554,"pork"
7554,"beef"
7554,"tropical fruit"
7554,"other vegetables"
7554,"whole milk"
7554,"yogurt"
7554,"rolls/buns"
7554,"semi-finished bread"
7554,"pickled vegetables"
7554,"soda"
7554,"newspapers"
7555,"other vegetables"
7555,"whole milk"
7555,"pastry"
7555,"margarine"
7555,"bottled water"
7556,"cream cheese "
7556,"rolls/buns"
7556,"brown bread"
7557,"citrus fruit"
7557,"yogurt"
7557,"rolls/buns"
7557,"pastry"
7558,"tropical fruit"
7558,"other vegetables"
7558,"whole milk"
7558,"pastry"
7558,"rice"
7558,"flower (seeds)"
7559,"other vegetables"
7559,"rolls/buns"
7560,"brown bread"
7560,"sugar"
7560,"canned fish"
7560,"coffee"
7560,"soda"
7561,"specialty bar"
7562,"processed cheese"
7562,"rolls/buns"
7562,"specialty chocolate"
7563,"chicken"
7563,"pork"
7563,"frozen vegetables"
7563,"margarine"
7564,"sausage"
7564,"sliced cheese"
7564,"rolls/buns"
7564,"fruit/vegetable juice"
7565,"sausage"
7565,"rolls/buns"
7565,"canned beer"
7566,"chicken"
7566,"other vegetables"
7566,"chewing gum"
7566,"shopping bags"
7567,"cream cheese "
7567,"processed cheese"
7567,"specialty bar"
7568,"other vegetables"
7568,"whole milk"
7568,"chocolate"
7569,"pastry"
7569,"canned beer"
7570,"soda"
7571,"citrus fruit"
7571,"other vegetables"
7571,"whole milk"
7571,"soda"
7572,"whole milk"
7572,"cream cheese "
7572,"chewing gum"
7573,"curd"
7573,"fruit/vegetable juice"
7573,"specialty chocolate"
7574,"other vegetables"
7575,"sausage"
7575,"chicken"
7575,"berries"
7575,"root vegetables"
7575,"other vegetables"
7575,"butter milk"
7575,"rolls/buns"
7575,"salt"
7575,"mustard"
7575,"canned fish"
7575,"coffee"
7575,"bottled water"
7575,"fruit/vegetable juice"
7575,"cling film/bags"
7575,"newspapers"
7576,"beef"
7576,"whole milk"
7576,"sliced cheese"
7577,"yogurt"
7577,"rolls/buns"
7578,"finished products"
7578,"butter"
7578,"curd"
7578,"soda"
7579,"grapes"
7579,"fruit/vegetable juice"
7579,"red/blush wine"
7579,"long life bakery product"
7579,"waffles"
7579,"specialty chocolate"
7579,"shopping bags"
7580,"frozen vegetables"
7580,"flour"
7580,"bottled beer"
7580,"liquor (appetizer)"
7580,"salty snack"
7580,"dishes"
7581,"sausage"
7581,"tropical fruit"
7581,"pip fruit"
7581,"spices"
7581,"pet care"
7581,"canned beer"
7582,"pork"
7582,"citrus fruit"
7582,"other vegetables"
7582,"whole milk"
7582,"whipped/sour cream"
7582,"specialty cheese"
7582,"domestic eggs"
7582,"canned vegetables"
7582,"fruit/vegetable juice"
7582,"canned beer"
7582,"specialty bar"
7583,"UHT-milk"
7584,"mayonnaise"
7585,"tropical fruit"
7585,"whole milk"
7585,"pickled vegetables"
7585,"soda"
7586,"turkey"
7586,"seasonal products"
7587,"sausage"
7587,"hard cheese"
7587,"pastry"
7588,"rolls/buns"
7588,"brown bread"
7588,"specialty bar"
7589,"soda"
7589,"bottled beer"
7589,"liquor"
7589,"red/blush wine"
7590,"roll products "
7591,"soda"
7592,"sausage"
7592,"pip fruit"
7592,"root vegetables"
7592,"whole milk"
7592,"rolls/buns"
7592,"pastry"
7592,"coffee"
7593,"other vegetables"
7593,"whole milk"
7593,"brown bread"
7593,"margarine"
7594,"sausage"
7594,"rolls/buns"
7594,"red/blush wine"
7594,"shopping bags"
7595,"other vegetables"
7595,"whole milk"
7595,"curd"
7595,"whipped/sour cream"
7595,"domestic eggs"
7595,"brown bread"
7595,"flour"
7595,"coffee"
7596,"yogurt"
7596,"domestic eggs"
7596,"rolls/buns"
7597,"meat"
7597,"root vegetables"
7597,"whole milk"
7597,"curd"
7597,"pastry"
7597,"brandy"
7598,"frankfurter"
7598,"pork"
7598,"other vegetables"
7598,"brown bread"
7598,"pickled vegetables"
7598,"coffee"
7598,"newspapers"
7599,"other vegetables"
7599,"whole milk"
7599,"frozen meals"
7599,"pastry"
7599,"fruit/vegetable juice"
7599,"long life bakery product"
7599,"shopping bags"
7600,"berries"
7600,"yogurt"
7600,"shopping bags"
7601,"rolls/buns"
7602,"beverages"
7603,"flour"
7604,"frankfurter"
7604,"ham"
7604,"whole milk"
7604,"cream cheese "
7604,"processed cheese"
7604,"white bread"
7604,"shopping bags"
